"model","routing","seed","phase_index","average_load","accepted_rate","avg_packet_latency","xy_fraction","racke_fraction"
"ordered_fill","hybrid_xy_racke","2201","12","0.6","0.394556","36.4197","0.610156","0.389844"
"ordered_fill","hybrid_xy_racke","2201","13","0.6","0.411123","38.8246","0.687721","0.312279"
"ordered_fill","hybrid_xy_racke","2202","0","0.05","0.0495926","11","1","0"
"ordered_fill","hybrid_xy_racke","2202","1","0.1","0.0743333","11","1","0"
"ordered_fill","hybrid_xy_racke","2202","2","0.15","0.147815","11","1","0"
"ordered_fill","hybrid_xy_racke","2202","3","0.2","0.174648","11","1","0"
"ordered_fill","hybrid_xy_racke","2202","4","0.25","0.199222","11.4981","1","0"
"ordered_fill","hybrid_xy_racke","2202","5","0.3","0.223537","11.982","1","0"
"ordered_fill","hybrid_xy_racke","2202","6","0.35","0.248274","12.373","1","0"
"ordered_fill","hybrid_xy_racke","2202","7","0.4","0.273216","19.4088","0.761698","0.238302"
"ordered_fill","hybrid_xy_racke","2202","8","0.45","0.297815","23.8976","0.814968","0.185032"
"ordered_fill","hybrid_xy_racke","2202","9","0.5","0.323042","27.9081","0.796007","0.203993"
"ordered_fill","hybrid_xy_racke","2202","10","0.55","0.348235","29.9066","0.798221","0.201779"
"ordered_fill","hybrid_xy_racke","2202","11","0.6","0.373163","35.2312","0.591205","0.408795"
"ordered_fill","hybrid_xy_racke","2202","12","0.6","0.393771","38.4005","0.665032","0.334968"
"ordered_fill","hybrid_xy_racke","2202","13","0.6","0.411127","40.3482","0.61712","0.38288"
"ordered_fill","hybrid_xy_racke","2203","0","0.05","0.0476296","11","1","0"
"ordered_fill","hybrid_xy_racke","2203","1","0.1","0.0735741","11","1","0"
"ordered_fill","hybrid_xy_racke","2203","2","0.15","0.150889","11","1","0"
"ordered_fill","hybrid_xy_racke","2203","3","0.2","0.175741","11","1","0"
"ordered_fill","hybrid_xy_racke","2203","4","0.25","0.200926","11.5098","1","0"
"ordered_fill","hybrid_xy_racke","2203","5","0.3","0.226435","12.0241","1","0"
"ordered_fill","hybrid_xy_racke","2203","6","0.35","0.251096","12.4088","1","0"
"ordered_fill","hybrid_xy_racke","2203","7","0.4","0.274975","18.6999","0.81685","0.18315"
"ordered_fill","hybrid_xy_racke","2203","8","0.45","0.299519","24.0185","0.813663","0.186337"
"ordered_fill","hybrid_xy_racke","2203","9","0.5","0.324889","27.2243","0.750591","0.249409"
"ordered_fill","hybrid_xy_racke","2203","10","0.55","0.350152","28.9305","0.767729","0.232271"
"ordered_fill","hybrid_xy_racke","2203","11","0.6","0.374926","33.5743","0.67535","0.32465"
"ordered_fill","hybrid_xy_racke","2203","12","0.6","0.395609","37.2851","0.588482","0.411518"
"ordered_fill","hybrid_xy_racke","2203","13","0.6","0.413204","39.5453","0.534262","0.465738"
"ordered_fill","hybrid_xy_racke","2204","0","0.05","0.0500741","11","1","0"
"ordered_fill","hybrid_xy_racke","2204","1","0.1","0.0755741","11","1","0"
"ordered_fill","hybrid_xy_racke","2204","2","0.15","0.150667","11","1","0"
"ordered_fill","hybrid_xy_racke","2204","3","0.2","0.173815","11","1","0"
"ordered_fill","hybrid_xy_racke","2204","4","0.25","0.19816","11.5101","1","0"
"ordered_fill","hybrid_xy_racke","2204","5","0.3","0.223815","12.0096","1","0"
"ordered_fill","hybrid_xy_racke","2204","6","0.35","0.248222","12.3881","1","0"
"ordered_fill","hybrid_xy_racke","2204","7","0.4","0.273142","19.2566","0.793645","0.206355"
"ordered_fill","hybrid_xy_racke","2204","8","0.45","0.29873","26.008","0.777351","0.222649"
"ordered_fill","hybrid_xy_racke","2204","9","0.5","0.32363","27.8901","0.807993","0.192007"
"ordered_fill","hybrid_xy_racke","2204","10","0.55","0.34851","29.7107","0.813691","0.186309"
"ordered_fill","hybrid_xy_racke","2204","11","0.6","0.373393","35.9321","0.542624","0.457376"
"ordered_fill","hybrid_xy_racke","2204","12","0.6","0.394529","38.9869","0.606995","0.393005"
"ordered_fill","hybrid_xy_racke","2204","13","0.6","0.411506","40.9031","0.637844","0.362156"
"ordered_fill","hybrid_xy_racke","2205","0","0.05","0.050037","11","1","0"
"ordered_fill","hybrid_xy_racke","2205","1","0.1","0.0732222","11","1","0"
"ordered_fill","hybrid_xy_racke","2205","2","0.15","0.149","11","1","0"
"ordered_fill","hybrid_xy_racke","2205","3","0.2","0.173685","11","1","0"
"ordered_fill","hybrid_xy_racke","2205","4","0.25","0.19784","11.4946","1","0"
"ordered_fill","hybrid_xy_racke","2205","5","0.3","0.223917","12.0001","1","0"
"ordered_fill","hybrid_xy_racke","2205","6","0.35","0.249763","12.3923","1","0"
"ordered_fill","hybrid_xy_racke","2205","7","0.4","0.27363","17.8874","0.847082","0.152918"
"ordered_fill","hybrid_xy_racke","2205","8","0.45","0.299683","23.5598","0.724318","0.275682"
"ordered_fill","hybrid_xy_racke","2205","9","0.5","0.323935","26.4668","0.823218","0.176782"
"ordered_fill","hybrid_xy_racke","2205","10","0.55","0.349053","28.4818","0.759995","0.240005"
"ordered_fill","hybrid_xy_racke","2205","11","0.6","0.374181","36.0842","0.504072","0.495928"
"ordered_fill","hybrid_xy_racke","2205","12","0.6","0.394481","38.0388","0.653913","0.346087"
"ordered_fill","hybrid_xy_racke","2205","13","0.6","0.411253","39.6173","0.632582","0.367418"
